PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
-2.695392910723752,-1.3012509026461705,-2.0678753481757504,2.067311781255519,0.965236434626891,0.42944800847584663,-1.7288394025752123,-2.779932918969178
-2.695390351704225,-1.3012392234857486,-2.0678423216422037,2.0672258148807745,0.9653381698507003,0.42949567752626194,-1.7288706266850649,-2.779984143615215
-2.695390351704225,-1.3012392234857486,-2.0678423216422037,2.0672258148807745,0.9653381698507003,0.42949567752626194,-1.7288706266850649,-2.779984143615215
-2.6953903409499143,-1.3012392329068556,-2.067842321518672,2.0672258142580335,0.965338169777885,0.4294956796678653,-1.7288706275645787,-2.77998413819318
-2.6953903301956035,-1.3012392423279626,-2.06784232139514,2.0672258136352926,0.9653381697050698,0.4294956818094686,-1.7288706284440924,-2.779984132771145
-2.6953903301956035,-1.3012392423279626,-2.06784232139514,2.0672258136352926,0.9653381697050698,0.4294956818094686,-1.7288706284440924,-2.779984132771145
-3.2710865614153994,-1.9791159078555285,-2.0212569526760107,1.8864831150319403,1.056222213924434,0.7391810383175285,-2.0416443070397725,-2.905728804539519
-3.4634328873348004,-2.1584554194535746,-1.5913404355462002,1.3524069110567924,0.9171312791419168,0.6070619146072259,-1.6924352018021835,-2.076349808852927
-3.6097815449440245,-2.2948650238631085,-1.263799579244629,0.9456048306815745,0.8110125444038802,0.5061950098528445,-1.4261906366312131,-1.444261040168604
-3.6139518175905385,-2.2986582694178965,-1.2535500546857508,0.933005844549547,0.807542942592088,0.5026924106839961,-1.4175529813430428,-1.4242142466678662
-3.746430291927813,-2.4220911129418496,-0.9567010096670271,0.564358694341414,0.7113057994637295,0.41125906233642084,-1.1761853101235398,-0.8513307506391735
-3.7733856369210903,-2.4470866619079086,-0.8952292973689614,0.48811111033311455,0.6913539582242474,0.39198288818811405,-1.1259171244446622,-0.7325198600404276
-3.7590641029472067,-2.4335813406017324,-0.9258561632630733,0.5262623755255849,0.7012541011332666,0.4010163162473144,-1.150467613732681,-0.7914419463800406
-3.6760710111270787,-2.3560639232621403,-1.1101217323546233,0.7554028544501553,0.7604904161957959,0.4572186271556925,-1.2996830786545064,-1.146476360217981
-3.6801903205427697,-2.3597684956095284,-1.099791495906927,0.7426096776888168,0.7572386492391092,0.45381286136460885,-1.2910837947169618,-1.126520674119503
-3.670550642973466,-2.3506479826508535,-1.1201889290566711,0.7680240929697628,0.7638501175406153,0.45979853891159433,-1.3073972451138438,-1.1657676106840529
-3.7067299577927444,-2.384252717066627,-1.0382247258865287,0.6662689999458862,0.7373485877942471,0.4343655147906516,-1.2405930099533355,-1.0075767764834829
-3.7016629660700557,-2.3794116845905418,-1.0484630983742207,0.6791722387763097,0.7403966305532165,0.43710280307625116,-1.2485115605368375,-1.0269497383541075
-3.646184914101156,-2.3275413018007085,-1.1712177284607275,0.8317532534463674,0.7801122576732065,0.4745226117120492,-1.3479429139654262,-1.2636467046536408
-3.595355267114032,-2.280031585133756,-1.283784264246047,0.9717182832489196,0.8163945824496314,0.5088025429591004,-1.4390697492454407,-1.480573140413868
-3.5628864389390316,-2.2496391290596844,-1.3553561922656951,1.0606718140821318,0.8396124440817851,0.5305999227307362,-1.4970224100985514,-1.6186252650494761
-4.098564283217667,-2.7490293880889993,-0.15762040567462912,-0.4273499954736346,0.4524074943593269,0.16261922473426413,-0.524229341446677,0.6917047674185444
-4.051901981251309,-2.7053475610401083,-0.2600971368524367,-0.29956358962730434,0.48472829720280136,0.19313556648897706,-0.6065441085884999,0.4950988124273014
-3.6158126557823937,-2.2984767530593584,-1.2324225075988242,0.9085717054569085,0.7991302694831537,0.49127536327963744,-1.3957082608869196,-1.380286121311612
-3.619981482080755,-2.3022292788837717,-1.222049002302426,0.8956466750708829,0.7960239769425537,0.48801350706087826,-1.387206089384405,-1.3604531752899587
-3.6882888748373164,-2.3658059595723118,-1.0684388373159903,0.7048693606556921,0.7463537808006802,0.44061907630657965,-1.2622485449329928,-1.064069013063158
-3.729029700314316,-2.4036615299521342,-0.9762454062038286,0.5904225498691464,0.7165162984418757,0.4120000421945128,-1.1871025597227323,-0.886097620609023
-3.7101947056099864,-2.385978153963829,-1.0171974517527378,0.6414986446252844,0.729468451594207,0.4241409628819825,-1.2199347674712566,-0.9646787775086502
-3.8058838368308954,-2.4750468431005195,-0.8021048206403376,0.3742889779864835,0.6600861555616074,0.35787832226388033,-1.0450808390854236,-0.5498530496088585
-3.6907662906812018,-2.3675772295680524,-1.0580540286527398,0.69254564323273,0.7424127426200928,0.4359122748113074,-1.2523842396987388,-1.0429676381880584
-3.7589969608720666,-2.4310496931454706,-0.9043852446202643,0.5016430318477839,0.6928836818789132,0.3885448415100586,-1.1274265958182976,-0.7466239130703046
-3.808251061227219,-2.4710223422512425,-0.7883720591939568,0.3595623610601158,0.653137290582812,0.3546945497346919,-1.0343536384510181,-0.5340653164709691
-3.7166197943539645,-2.3912569463349604,-0.9965008235702946,0.6164979646929323,0.7220726465141332,0.41597968765147103,-1.2013621307535676,-0.9235335959304112
-3.7481701899651116,-2.4205115104230246,-0.9246840253360971,0.527240332861176,0.6991739108691666,0.39369906752949385,-1.1428864806231225,-0.7851397523344184
-3.729300565448795,-2.4027744955068537,-0.9655817932446905,0.5781873055781098,0.712278337862888,0.40588778025272554,-1.1757470435327928,-0.8637870999779792
-3.760817443850349,-2.432002413584457,-0.8938025060923427,0.4890450050667537,0.689212745682369,0.38358812572663914,-1.1172399763027072,-0.7253611636605894
-3.77403325966162,-2.4442108007866055,-0.8631495734846955,0.45123646725888844,0.6788201078164181,0.3736564352460664,-1.0918221953280556,-0.6656365679833058
-3.7825943003316156,-2.452002814242694,-0.8424979653301352,0.4255582436091541,0.6724394159568419,0.36713097319533605,-1.0748991898076041,-0.6260019930031828
-3.7179120667273646,-2.3915833030976303,-0.9858966868375534,0.6040367165355098,0.7182269976349646,0.4105372671274883,-1.19073582551588,-0.9018498985265819
-3.7769321988576285,-2.4464411184459647,-0.852635856128391,0.4384172561825247,0.6754982065619431,0.3695046229503616,-1.082431616664665,-0.6450692629755235
-3.7122340497245707,-2.385983807676705,-0.9959675878248178,0.6167281235619306,0.7214706774946804,0.4130271329890798,-1.19833846980759,-0.9210446213218416
-3.734623934985036,-2.4067095003382466,-0.9446763134109272,0.553045753446292,0.7049918720740489,0.39703745900588905,-1.1564674850511398,-0.8221033205089774
-3.789067838227261,-2.4573348757862425,-0.8217861677556928,0.40049394120019116,0.665160116766072,0.3589457845906422,-1.0563385282562014,-0.5848439269738529
-3.751813594988194,-2.4224366116360128,-0.903599775041434,0.5022553622107837,0.6915726950053244,0.38368720523531236,-1.122431540519126,-0.7424755704515872
